seqnames	start	end	width	strand	no.cpgs	min_smoothed_fdr	Stouffer	HMFDR	Fisher	maxdiff	meandiff	overlapping.genes	probes
chr6	33096133	33096501	369	*	4	0.00158594081476967	0.315135790095036	0.0171011896507897	0.101675784639889	-0.0489387912053392	-0.00304261930279321	HLA-DPA2	cg06296184;cg15019001;cg08506353;cg23200572
chr20	47013687	47013919	233	*	5	0.0031616284492004	0.221637237764736	0.123824743790705	0.101879283579277	0.072996178563809	0.0370342640216647	EYA2	cg07019386;cg18598695;cg00070912;cg25181043;cg20845336
chr15	68095015	68095017	3	*	2	0.0232629629691803	0.0726630941741727	0.128153438514311	0.102384250395644	-0.162774892830319	-0.077839089063712	PIAS1	cg24096143;cg05037630
chr7	156159713	156159769	57	*	2	0.0201403740670737	0.101975163266821	0.0855259910543149	0.103224893984453	0.0225921934538174	0.00373541426160709	NA	cg16983916;cg13096089
chr10	87898692	87898742	51	*	2	0.0234609841260284	0.0695931989877214	0.140574639992144	0.103339772099821	0.0237054537867732	0.0157247102190035	PTEN	cg07934434;cg25010929
chr5	1225434	1225525	92	*	2	0.0201906681936015	0.107738843736836	0.0829847757642076	0.104518849014932	-0.133832911549497	-0.0529145550784875	SLC6A18	cg22071943;cg00255099
chr11	75139390	75139680	291	*	3	0.0142458257390967	0.0591665766109268	0.151775941772249	0.106950439852053	0.0988555678237439	0.0888134437231079	SLCO2B1, AP001972.4	cg06329735;cg05353869;cg04231094
chr2	130345044	130345405	362	*	4	0.00921029774939036	0.0477374239536384	0.174461995792188	0.107764256950413	0.0616463677492883	0.0452235680552442	IMP4	cg05962382;cg05903289;cg19182557;cg14789551
chr7	142705139	142705225	87	*	2	0.0212737653782517	0.156512714445047	0.0677852944879239	0.110199272538845	-0.0153287456255713	-0.0096118491209843	NA	cg21245936;cg06564125
chr16	2848577	2848797	221	*	2	0.0198297054214712	0.111629879373341	0.0887481489119852	0.110392249194157	0.0980139730885647	0.0809904333670357	NA	cg08084154;cg19403023
chr4	7129440	7129517	78	*	2	0.0256415007068211	0.0847079359460888	0.124429439793735	0.111500747059985	0.0238463732912699	0.0167274262667066	NA	cg13998369;cg16307866
chr8	141359674	141359786	113	*	2	0.0249216937472385	0.094014838605149	0.11086318978778	0.11253219796639	0.0610491386880243	0.0540531178137011	GPR20	cg06565641;cg11256152
chr11	67383545	67383862	318	*	6	0.00423734188549009	0.0402855307486377	0.176644118234176	0.11297041960627	0.0895046533933864	0.0598794268382479	RAD9A	cg00290607;cg23188684;cg00864171;cg08355456;cg24690094;cg04647918
chr5	124057499	124057503	5	*	2	0.0226498885944569	0.136204922340823	0.0782933718239486	0.113304370736622	0.0289628865727461	0.0198280172044648	NA	cg19990642;cg13608821
chr6	30000187	30000200	14	*	2	0.024572093567004	0.128036187903782	0.0867118505007023	0.116730890061011	0.0513052493561326	0.0285421211259338	NA	cg01915885;cg26515689
chr1	14450842	14450853	12	*	2	0.0254414054544227	0.122055166964853	0.0909514671087583	0.117087652289646	0.0122333235693978	0.0086004061730944	KAZN	cg18728165;cg21823649
chr13	114165365	114166052	688	*	3	0.00627953607467258	0.15217574369866	0.0582505146906277	0.117605116350117	0.0115194774009397	0.00507391775156223	CFAP97D2	cg19120073;cg22448360;cg12030328
chr19	49540073	49540333	261	*	4	0.00386610778107191	0.376138905525835	0.0476730050941377	0.118409299857754	0.0517608350977276	0.0205041643228821	RCN3	cg24346124;cg02355049;cg17164520;cg05557673
chr2	132560615	132560627	13	*	2	0.0291086162836475	0.0830689994371427	0.151941949846648	0.120087532229018	0.0399085726029178	0.0343016405501917	GPR39	cg26768524;cg11786428
chr12	19936477	19936611	135	*	2	0.02647003495613	0.113089787740684	0.104828060744771	0.121422585561829	0.0725882636765339	0.0507508409237893	AC024901.1	cg00697301;cg07238058
chr7	44152238	44152548	311	*	3	0.00701914275496427	0.319218719751339	0.0406346297148814	0.121520581844645	-0.0305093178193961	-0.00439189296153478	GCK	cg06475514;cg18628255;cg07998236
chr19	51774377	51774592	216	*	4	0.00586988313098601	0.203291107174839	0.0425982576515371	0.122245596391188	0.0651507266415498	0.0282353521093783	FPR1	cg15497724;cg01718065;cg14884932;cg14724749
chr8	145164209	145165189	981	*	4	0.00110310648099837	0.239829737882533	0.0297953297168456	0.123418854575525	0.0289741428343015	0.0215660962549884	NA	cg16311044;cg12588126;cg18925846;cg03852276
chr13	27561799	27561867	69	*	2	0.0212737653782517	0.330687609926815	0.0578319759158007	0.123776028731364	0.0303832815617504	0.0161467385121869	LNX2	cg01571624;cg25841855
chr6	31379828	31379971	144	*	2	0.026566536386817	0.126188038763533	0.0983825404771099	0.124320593900008	0.0242876977300523	0.0174582716775418	NA	cg15581032;cg18007127
chr1	149149350	149149691	342	*	4	0.00740617847196445	0.0968766059007658	0.103340209479362	0.124859810285358	-0.0629518076973593	-0.0258211397165645	NA	cg02153358;cg25435819;cg13879417;cg15686402
chr2	242760589	242760773	185	*	4	0.00382839799804796	0.353099354559864	0.0200689095735746	0.127173433403239	0.0504322050331101	0.0140929915520467	NA	cg16255438;cg26430420;cg14918442;cg11518408
chr19	42811035	42811173	139	*	3	0.0160116974503373	0.153558278806255	0.0858664819542027	0.127538551270571	0.0299184536233926	0.0249400832208099	PSG8	cg01127878;cg08835342;cg19302410
chr4	190566141	190566567	427	*	3	0.0177019085888262	0.0726735174072686	0.174740902729115	0.128793735389814	0.0797482174258528	0.0244482907838617	NA	cg03064900;cg26825848;cg10022553
chr2	132513070	132513458	389	*	2	0.0291086162836475	0.0897672495538318	0.159088642942942	0.128831097019404	0.0377194779220165	0.0326494343043751	GPR39	cg06685021;cg27169713
chr7	29603056	29603407	352	*	9	0.000268925464147477	0.289852042769106	0.0427564187246111	0.131523774443128	-0.0165500253039779	0.0004045573293003	ZNRF2P2	cg07319711;cg01755953;cg04619381;cg19942237;cg17444904;cg07075840;cg03004598;cg18570553;cg09282258
chr11	118842413	118842484	72	*	3	0.0194029864901331	0.0973101832637608	0.133114225832516	0.131843078832632	0.0645240624009461	0.0408824610567679	NA	cg07780348;cg24766553;cg05940452
chr6	168435914	168436353	440	*	3	0.0169111970116494	0.0943294381126265	0.148502253136422	0.132129591268782	0.0855319825951099	0.0738077915431278	NA	cg24246628;cg18319852;cg14316629
chr11	82115128	82115222	95	*	3	0.0174055111822824	0.146063552350333	0.0797544688286289	0.132320115565273	0.0248231945701221	0.0168229226227999	MIR4300HG	cg00322261;cg03574471;cg24483346
chr15	25123287	25123491	205	*	3	0.009480646018608	0.34347743530892	0.0359207145512953	0.133452008461391	0.0787723773436226	0.0138107250099146	SNHG14	cg27644292;cg08560373;cg25657700
chr2	131009324	131010115	792	*	4	0.0201403740670737	0.0752005017743679	0.174481083845499	0.134074104969688	0.0674993266780769	0.048582331815376	ARHGEF4	cg19257464;cg14417784;cg15845998;cg15140721
chr4	1521984	1522229	246	*	2	0.0354432348396631	0.0950222320750023	0.167498614697444	0.136664419321025	0.0559398719059253	0.0525562012833168	NA	cg27311590;cg12456927
chr1	9131622	9131783	162	*	3	0.0227157632139515	0.0729314451151836	0.190815924519828	0.137015415543337	0.0336534648804269	0.02047030449702	NA	cg02289343;cg17554996;cg17243628
chr6	162472409	162472522	114	*	2	0.0326285012189108	0.131975501457898	0.113527694349092	0.137470769386749	0.0103455602310288	0.00757347711390235	PRKN	cg11974293;cg00290868
chr20	29535013	29535150	138	*	3	0.0179568335922269	0.353819105946814	0.128926993173049	0.14516854281772	0.0455304373820335	0.0292915054582929	NA	cg00474039;cg03645061;cg15606473
chr10	131989784	131989849	66	*	2	0.0371214354602954	0.13342807449335	0.125534448409707	0.145829905487194	0.0675141817545113	0.0459135642976258	NA	cg26187194;cg11372818
chr9	139092321	139092873	553	*	3	0.0154552787742494	0.167349723028351	0.0809587549392625	0.148102235710277	0.0683896044235543	0.0433760020146913	NA	cg08967938;cg21192468;cg25952247
chr2	233286639	233286669	31	*	2	0.041051437000446	0.124640955438724	0.140738812990157	0.148877454858428	0.0181495756304219	0.0162976559061349	ATG16L1	cg10313410;cg02113173
chr11	60414689	60414767	79	*	2	0.0410940076861874	0.102257015608369	0.183833719674776	0.149157710262091	0.0464026050657835	0.0346007407441146	MS4A14	cg17588350;cg19431051
chr17	4804674	4804838	165	*	2	0.0373370901482119	0.135898534088824	0.131560615332628	0.150926054125252	0.0814837644611766	0.0577663492015304	AC233723.1	cg10553748;cg09495303
chr3	125708905	125710226	1322	*	8	0.00177264641968224	0.0563106598461083	0.178764215712497	0.151767518417844	0.111978623710329	0.0751541736109944	NA	cg05179035;cg02807482;cg06494592;cg02772935;cg04553112;cg18479299;cg15145296;cg02447542
chr1	43803159	43803221	63	*	2	0.0427511558371915	0.108520863723522	0.17545543186863	0.151885938891444	0.0440655537738565	0.00771060587171919	AL451062.2, ST3GAL3	cg22607339;cg10842584
chr2	1204826	1204879	54	*	2	0.0408373819396241	0.135613477200025	0.134044021377813	0.152225106914803	0.0150646914035896	0.0100877444675577	SNTG2	cg27243490;cg13049247
chr6	111302500	111303062	563	*	6	0.00193052926276692	0.164524129675303	0.0722237040649042	0.159341767427051	0.0592964429588716	0.0413456259008031	MFSD4B, REV3L	cg04899746;cg21917405;cg04419557;cg05213296;cg14002274;cg16061928
chr2	241076198	241076355	158	*	6	0.00773864495097429	0.135367154287739	0.146430899363329	0.169074916025604	0.0470601059965325	0.0302880943320652	SNED1, MTERF4	cg22062537;cg07628769;cg20783424;cg19757382;cg20221591;cg26154534
chr8	145162905	145163136	232	*	3	0.0305485760502974	0.117979527521665	0.17464882952901	0.170646304301731	0.0807192801522014	0.0515119304386023	NA	cg07195118;cg26272248;cg06239191
chr3	192289245	192289293	49	*	3	0.0333772815945527	0.093480734820292	0.22128542838834	0.17265291070078	0.0736961341704056	0.0662344072834159	FGF12	cg17611045;cg14463292;cg07620573
chr13	112823367	112823573	207	*	3	0.0302795598480142	0.147163932121228	0.155861657669112	0.172699673502658	0.0376109068922256	0.0312578849666538	ATP11A	cg09897501;cg01698579;cg10633576
chr2	114033490	114033830	341	*	3	0.018295867632202	0.213022291873638	0.109080773170327	0.173844677672297	0.0294113117929156	0.0163425464617237	NA	cg06675538;cg01577475;cg23156509
chr13	19449177	19449721	545	*	3	0.031721411956374	0.107326210380011	0.191721300150159	0.174331408296044	0.0691552594876231	0.044323762408609	TPTE2	cg08874067;cg24135336;cg14618186
chr2	130794753	130795713	961	*	5	0.0132566715874933	0.163905282758647	0.15445832614874	0.177239925842308	0.0674197597159216	0.0448974604098415	NA	cg25239986;cg25180228;cg18480627;cg06679305;cg00271807
chr10	134778176	134778648	473	*	4	0.0249216937472385	0.0819585834814374	0.233304219384998	0.17938909575108	0.0821029553022264	0.0546614820380059	NA	cg23155965;cg15681295;cg24680439;cg02276826
chr7	102313389	102313412	24	*	2	0.0366650591471335	0.672730506149705	0.0854942723397125	0.182171619305912	0.041930556029531	0.0232925281681398	SH2B2	cg03800588;cg02646665
chr5	97882639	97882690	52	*	2	0.0506195784564796	0.235103785334856	0.118609412494107	0.183692156860341	0.0210228261411516	0.0146425802882547	LINC02234, AC122697.1	cg15814092;cg02345638
chr7	157754600	157754746	147	*	3	0.036646341898846	0.151190153006345	0.184330560138558	0.18389857504016	0.0690220228433137	0.0505105933131253	PTPRN2	cg18311871;cg16609021;cg11072645
chr17	114061	114250	190	*	2	0.0354624706018232	0.59455722657767	0.0909896044816557	0.189620162455007	0.0162898297402678	0.00805079414041626	AC240565.2	cg17079806;cg27461422
chr1	11561497	11561711	215	*	3	0.0370178309304013	0.141659712229422	0.167935910636492	0.19309894943072	0.0683225641705067	0.0470975560355193	NA	cg24371425;cg08243619;cg10116490
chr16	33509796	33510089	294	*	2	0.0354296878580372	0.397591757614044	0.100974775239141	0.193162660949244	0.0546920865965281	0.029951106803927	NA	cg10990184;cg10218673
chr2	1801628	1802045	418	*	2	0.0657689726408138	0.137781196774675	0.21991434788407	0.195266608480148	0.13148570838758	0.117775517640007	AC093390.2, MYT1L	cg21862353;cg26094651
chr14	94291414	94291526	113	*	2	0.0655418794673927	0.139107873218856	0.221581322887459	0.19711105883891	0.0342381138661963	0.0293094373705875	SERPINA10	cg23467713;cg24044707
chr12	132335537	132336407	871	*	2	0.0178223140385627	0.347774133795441	0.110930147117657	0.199927598129752	0.0356477449372703	0.018805985789743	NA	cg11904978;cg10890403
chr21	44105265	44105474	210	*	2	0.0667544824202517	0.14508534028514	0.221129894009805	0.202144504314026	0.0430642303666426	0.0378638468171497	TRAPPC10	cg23590273;cg16784985
chr9	216064	216162	99	*	2	0.0499790906669117	0.41786913403781	0.107482758951059	0.20419755395088	0.0178236500276997	0.00979774222787599	DOCK8	cg06450048;cg09840150
chr1	149147566	149148312	747	*	5	0.0178223140385627	0.234940836350421	0.180219349157407	0.205438457351893	-0.0480926626030668	-0.0330077961708916	NA	cg13911828;cg19769301;cg04876245;cg19736968;cg27587661
chr7	73440688	73440773	86	*	2	0.0645215685187134	0.241736895880041	0.141568963243908	0.207215958302827	-0.0129319411672641	-0.0125681237078306	BAZ1B	cg15224444;cg12428765
chr8	145955983	145956024	42	*	3	0.044799816646101	0.162829675770626	0.178353245042479	0.207630151165214	0.109093921987229	0.0774379199910536	NA	cg00117018;cg06513375;cg21918548
chr13	97646639	97646731	93	*	2	0.0665631459900799	0.231582351266733	0.14903187103438	0.20990180026137	-0.0438380589257859	-0.0274487956564883	NA	cg03371199;cg13990092
chr1	247694041	247694275	235	*	3	0.0370587775579778	0.248159722907748	0.184061441219256	0.210388212260034	0.0836886018893139	0.0544267856663117	AL390860.1	cg17545182;cg12754571;cg12758973
chr5	346963	346987	25	*	2	0.0746272943594498	0.163145408415945	0.207959354319296	0.210628534433243	0.0416302523739102	0.00524859159492624	PDCD6-AHRR, AHRR	cg00731338;cg24980413
chr6	27185676	27186199	524	*	4	0.0290114342811665	0.102443882547964	0.245575802117407	0.210928834478402	0.0541807298185814	0.0449801249621856	NA	cg09817162;cg10279314;cg09395805;cg07555084
chr15	77852711	77852897	187	*	2	0.0550606501338154	0.32219202226357	0.125493691468992	0.212765647305889	0.0721873624355048	0.0182651692543068	NA	cg08945711;cg17728600
chr4	183935060	183935233	174	*	2	0.0707073153845797	0.157865533654207	0.221341845162918	0.212879436233524	0.0669202040649157	0.0458706010118811	STOX2	cg09768983;cg21391046
chr19	22234980	22234992	13	*	2	0.0598991718965431	0.374234032427586	0.120013512235113	0.215284929716849	0.0251353101769397	0.0207896146545152	NA	cg26250870;cg22620746
chr8	63776755	63776762	8	*	2	0.077329051866822	0.164850892071743	0.225151455457194	0.220218935800458	0.0756359759278719	0.0599296919182615	LINC01289, LINC01414	cg12194929;cg20602954
chr11	133703094	133703707	614	*	2	0.0272585402803489	0.443046264691931	0.122030086863211	0.226507836747565	0.0785555908742082	0.0395703195804239	NA	cg06766960;cg14349672
chr6	32729130	32729647	518	*	16	0.000150515224402186	0.126271543884166	0.137635281541526	0.227729821042612	0.0915950755953879	0.0366531357060186	NA	cg07180897;cg04418355;cg20645912;cg03926206;cg13896204;cg10714510;cg21139325;cg09739413;cg14441480;cg02964065;cg15255946;cg00755130;cg27160348;cg18026055;cg15321244;cg18609891
chr7	31409	31497	89	*	4	0.0325951009993595	0.199395598627408	0.173954802236789	0.227877284991818	0.0682611782804624	0.0438964496656613	AC215522.2	cg23568068;cg05107246;cg15535638;cg20044143
chr4	187125413	187126114	702	*	3	0.0545729631403295	0.136892203652587	0.252003028291212	0.232210098119301	0.100591149837285	0.0616633939552567	NA	cg11969330;cg09526685;cg23442198
chr22	49447845	49448320	476	*	3	0.0313527567270553	0.437054242764516	0.191406444847883	0.24111674834562	0.0718935274041146	0.046999270944954	C22orf34	cg15706568;cg15192736;cg05132077
chr1	149145020	149145243	224	*	3	0.0372697818966985	0.451951602697645	0.116753418629578	0.244098937134617	-0.06068044336097	-0.0375554358740798	NA	cg19635571;cg16661522;cg22692549
chr4	10147100	10147302	203	*	2	0.0590015984378639	0.693038892594118	0.125235944260069	0.245293070558728	0.0278569820581928	0.00931109197151357	NA	cg20015412;cg04451031
chr8	140802177	140802195	19	*	2	0.0960517444262875	0.223012877382309	0.205072349916176	0.247620412644216	0.0144135862591748	0.0096979163254582	PTK2	cg04064407;cg01659279
chr9	130955135	130955436	302	*	3	0.0613250130749062	0.152354462689236	0.25655469755546	0.24877180077252	0.118118191238746	0.0894019917399772	NA	cg10071929;cg13642260;cg09976142
chr7	5084768	5084771	4	*	2	0.100708551520252	0.264523070771385	0.195461202850362	0.261202661878141	0.0370144063991352	0.0133342087570542	NA	cg03684644;cg23920748
chr7	158045996	158046166	171	*	3	0.0711401368994924	0.170095897345175	0.252065280850232	0.263121702634739	0.158449271029813	0.098614735351743	PTPRN2	cg16571642;cg06715136;cg02770061
chr12	131977381	131977469	89	*	2	0.107625989510473	0.237090989429524	0.222265085307008	0.266838357146883	-0.0154067578907604	-0.00117473188923137	EP400	cg12101665;cg00171214
chr15	22833213	22833335	123	*	5	0.0270000735722944	0.31701700835905	0.185028912969283	0.267674562677605	0.0431952082701937	0.0245441842156845	NA	cg16707215;cg18106434;cg24525828;cg16639637;cg06756169
chr2	3642629	3642732	104	*	3	0.0762727918544168	0.165649680489979	0.280156298734811	0.273976779453166	0.0662612262628833	0.0652192601695864	COLEC11	cg19867917;cg00835279;cg17872886
chr2	113992694	113993313	620	*	8	0.0152567706500034	0.0916544982426264	0.278522356897622	0.275637763032603	0.086267163588986	0.0651476237233895	LINC01191	cg23122642;cg21482265;cg11763394;cg21550016;cg07772999;cg19083407;cg07594247;cg17445212
chr16	90143751	90144788	1038	*	7	0.00655285408598104	0.38804453399764	0.0537502431214645	0.278212447147329	0.0733132388790926	0.0302324330196359	FAM157C, RNU6-355P, AC133919.2	cg06295223;cg05270750;cg23395887;cg04298253;cg26458287;cg16611967;cg09435890
chr5	131281008	131281290	283	*	3	0.044799816646101	0.45018167830498	0.113341474019194	0.279611577507308	0.037634892061422	0.0161773266790749	CDC42SE2	cg06647332;cg19734801;cg06307176
chr8	48675911	48676054	144	*	3	0.0754709352198653	0.204851129059057	0.254657010935487	0.280639227495559	0.0433002852964842	0.0371709522511077	AC022915.2	cg09100271;cg18762806;cg09100338
chr5	150618948	150619039	92	*	2	0.121503959599624	0.209310997186192	0.283682266833158	0.283264281583417	0.107312881333127	0.104870026294024	SYNPO	cg03192273;cg11102724
chr8	142401534	142401722	189	*	2	0.11392483890592	0.233765987431411	0.252946698344513	0.284024230587607	0.0519969345990579	0.0425498713746106	TSNARE1	cg17903548;cg22052514
chr1	17216167	17216495	329	*	4	0.0597490495533581	0.187413160569474	0.241189354357994	0.290030600658814	0.0492612602861715	0.0107885577186169	PADI1	cg17179842;cg14440808;cg26541649;cg15889156
chr2	132511110	132511720	611	*	2	0.0618535737697094	0.323932290450048	0.203241800122757	0.291036504270765	0.0483918203471617	0.0441224218095454	GPR39	cg08095377;cg11491537
chr5	122345598	122345726	129	*	3	0.0746272943594498	0.282794024943193	0.182137671638955	0.291459467178704	0.0326608297839408	0.0162882917630462	SNCAIP	cg09814743;cg18514164;cg04889166
chr6	32828996	32829303	308	*	6	0.0227157632139515	0.403005897408636	0.211834943618318	0.296815273704506	0.0148448459890714	0.00918166401849341	AL669918.1, TAP2	cg23636571;cg06812795;cg21712377;cg04832245;cg01948226;cg05062939
chr17	60216199	60216633	435	*	2	0.0746304358919381	0.408739622462549	0.185455011426846	0.297187357103218	0.0365875004882178	0.0159722935052652	USP32	cg01781617;cg19101998
chr11	68450186	68450267	82	*	2	0.127037280231787	0.257117704008472	0.251534233376652	0.297366571009355	0.0234913767012404	0.00285750502376092	NA	cg09340795;cg22338715
chr7	151526894	151527349	456	*	3	0.0706991572182349	0.31257247594813	0.18465904506801	0.300542353341452	0.0114713426122574	0.00847955205934561	NA	cg07285148;cg12835599;cg07804434
chr10	3164740	3164844	105	*	2	0.133431131716513	0.226267807432894	0.294324425050525	0.301623727173215	0.128965253115499	0.0710376421248566	PITRM1-AS1, PITRM1	cg16397968;cg26769838
chr8	145755804	145755974	171	*	2	0.133751436728011	0.232239335755475	0.287193199998006	0.302288620692152	0.0374149926247999	0.0337134873358552	NA	cg13514324;cg26259926
chr19	53088327	53088551	225	*	3	0.0664152374382207	0.448116336184382	0.139176741907445	0.3037135237407	-0.0169781710587262	-0.000278569809888826	ZNF160	cg01052294;cg02805814;cg08606748
chr2	115419729	115420260	532	*	7	0.0152663132739023	0.228963572171746	0.137705106174671	0.30625598409025	0.0449361952183671	0.0317268313977011	DPP10	cg19651219;cg22670147;cg01622385;cg24654266;cg18271036;cg24723140;cg21887373
chr14	36291115	36291320	206	*	2	0.14555717481927	0.240755760301789	0.301029877125229	0.315852620749055	-0.0343260279057331	-0.0233166935072395	NA	cg06037661;cg15404918
chr11	18477280	18477534	255	*	4	0.0700158147820946	0.222729554502904	0.274153674507411	0.327522056583514	0.0418513153007292	0.0325832678547227	LDHAL6A, TSG101	cg14813083;cg06888460;cg18888461;cg15463284
chr6	30954872	30954962	91	*	2	0.141615439497008	0.383024489422039	0.223387210034272	0.328716119312636	0.0477083139430156	0.0185624418128723	SFTA2	cg02795870;cg22486083
chr12	131622584	131622739	156	*	3	0.10038101094948	0.285798088584513	0.258494358784078	0.329109134256548	0.0543259247697483	0.0403446932159174	AC117500.3	cg26922917;cg07635485;cg01056242
chr6	31275267	31275881	615	*	12	0.00450839184324236	0.235897666943687	0.256275883086639	0.329938808618404	0.0837327591890475	0.0442198412306714	USP8P1	cg11794033;cg03555881;cg25107000;cg14801238;cg26343358;cg27071793;cg03709428;cg27258561;cg12076350;cg02446475;cg17250082;cg08762424
chr10	834378	835505	1128	*	5	0.0238058025045809	0.264255167535022	0.221308785606048	0.332261747518639	-0.0454051375313985	-0.0120615396056799	LARP4B	cg02700194;cg10017260;cg09361094;cg10556349;cg20503657
chr1	20915180	20915592	413	*	6	0.00970472698195265	0.689430180418419	0.0653832184620588	0.335254612345551	0.0508514008052821	0.00771599794402889	EIF4G3	cg22141907;cg04087271;cg13292626;cg17714127;cg05278081;cg00784581
chr17	20450466	20450484	19	*	2	0.122631785460271	0.729709865626461	0.18950775356005	0.337298478608492	0.0180205113779599	0.00812390799268899	LGALS9B	cg05870631;cg12051203
chr2	118616155	118618151	1997	*	12	8.77380067964585e-05	0.3876968960813	0.0789959575358132	0.337980692870717	0.126088542064432	0.0332709576260459	NA	cg25619440;cg03288922;cg22762992;cg06940110;cg24213669;cg00046336;cg22545206;cg19095317;cg23829273;cg07643322;cg08569850;cg19263433
chr9	44118236	44119823	1588	*	3	0.0324682820163789	0.3508311268574	0.195922410764347	0.341940385923538	0.0418885685225979	0.0271583029141962	NA	cg14029077;cg06586759;cg12157194
chr7	51539190	51539583	394	*	4	0.0545729631403295	0.314108806627105	0.198075793953617	0.342149369561839	0.0738462140370136	0.0375474766129583	AC005999.2	cg10614809;cg06593753;cg07537562;cg08767820
chr11	131939328	131939453	126	*	2	0.164905683914079	0.295301976779363	0.289024643228353	0.34375669788813	0.0224988974076174	0.00672375839737122	NTM	cg01877500;cg01208557
chr8	144278589	144278790	202	*	3	0.0799887968579227	0.580575605690116	0.154415697554722	0.344527828282039	-0.0141736427565909	1.51729437640544e-05	BOP1	cg01444051;cg13453110;cg06990782
chr20	59928451	59928453	3	*	2	0.172103789939559	0.276578000140491	0.310180864438435	0.34563370917141	0.0491226634378036	0.0382927032039503	SYCP2	cg02929169;cg13212668
chr10	15038045	15038349	305	*	3	0.113084211429229	0.236668813920232	0.30819514382901	0.346454552401316	-0.0580379245780433	-0.0358427368677415	OLAH	cg00964333;cg16345366;cg23997132
chr13	113296414	113296447	34	*	2	0.174303193991715	0.265806310129352	0.326768888826986	0.347794290709533	0.0345269135221588	0.0270597276055138	NA	cg00557959;cg15756319
chr5	140220803	140220810	8	*	2	0.155534494981891	0.429531080116664	0.231660662328154	0.349751406250863	-0.0781952440342958	-0.0491440124473235	CYSTM1	cg04634417;cg02560085
chr2	36934773	36934833	61	*	2	0.17354000828953	0.303512733765502	0.293451789545013	0.351314694420193	0.0126218603816188	0.00999619138289193	STRN	cg26039217;cg01903569
chr13	20135942	20135998	57	*	2	0.175585514407641	0.27808776656972	0.320936949781992	0.352946121569098	0.0345340001055331	0.0210449299384179	NA	cg23738842;cg05986831
chr11	18433500	18434354	855	*	11	0.0139992569077043	0.109165122481633	0.31450329218302	0.3579994437023	-0.147819909693426	-0.0828246210842282	LDHC	cg07093428;cg19767548;cg14332815;cg11821245;cg14259717;cg08418111;cg21471707;cg09332484;cg05740244;cg07398106;cg07415359
chr1	787398	787423	26	*	2	0.143097213281954	0.629567097515402	0.210332397433848	0.35810452741882	0.0372626086708989	0.0114119190469276	LINC01409, AL669831.3	cg09139287;cg05662829
chr17	62341026	62341028	3	*	2	0.180914639328251	0.27519542168918	0.335455563989142	0.359229535213792	0.0602636835828833	0.0432958937227018	NA	cg10166044;cg18312782
chr1	180923076	180923340	265	*	2	0.154906099259721	0.39286470705559	0.261862686306326	0.366802649474654	0.0760758692149323	0.0520367432190493	KIAA1614	cg00579423;cg03058232
chr9	136284455	136284475	21	*	2	0.183871374583918	0.347288291377203	0.288741805625531	0.370253639099811	0.0269145965415455	0.0193540782639787	CCDC187	cg06737740;cg03748951
chr7	100343083	100343110	28	*	2	0.191926075638909	0.285020785856936	0.343158870112622	0.370396999633754	0.0721207723467544	0.0641424392581339	STAG3L5P, STAG3L5P-PVRIG2P-PILRB	cg20848291;cg16850897
chr4	640348	640503	156	*	2	0.186340064353363	0.299386087401552	0.328734339859769	0.371410235825386	0.0373610358161568	0.0312653217852592	PDE6B	cg26693817;cg11229771
chr10	766294	766431	138	*	2	0.184028283346852	0.333216670806116	0.300177279902595	0.371787688962961	0.0262633529264339	0.00691808146948861	NA	cg06581033;cg19901101
chr6	29714945	29715062	118	*	2	0.191939424610279	0.294619077100094	0.336375542333493	0.37293571751883	0.0756906364865533	0.0460349830430555	NA	cg22179059;cg26701510
chr19	12377078	12377156	79	*	2	0.188449814293394	0.375233170286382	0.288407808785529	0.382283969039662	0.0504884245679315	0.035309400769346	NA	cg01418618;cg10372770
chr2	92262463	92262806	344	*	2	0.199987210593243	0.299546470697958	0.351749727092621	0.385217730541888	0.0263148421814851	0.0253720275031211	NA	cg04944682;cg05269440
chr11	133658009	133658113	105	*	2	0.198846338366038	0.349272403496543	0.312546323117845	0.388740290828774	-0.106214212755479	-0.0691928843559552	NA	cg11395954;cg10486069
chr5	178547695	178548373	679	*	4	0.0928553662180113	0.365232936289359	0.26890951436227	0.391211587206694	0.0792911940739647	0.0419817837558726	COL23A1	cg19096358;cg09693926;cg10208897;cg02599361
chr17	22051109	22051566	458	*	3	0.129974783257601	0.292237598740448	0.31950147365812	0.395319012953909	0.0329526606829326	0.0149883595510175	NA	cg15022313;cg24004178;cg17786496
chr1	247253429	247253815	387	*	2	0.123071010856777	0.780825206181391	0.233688412766942	0.396755509463787	0.0230625723223314	0.0108490374875474	NA	cg10748339;cg07799877
chr15	26874098	26874363	266	*	3	0.157388570811761	0.267687531756158	0.344774029474721	0.39774844944888	0.0426987267327979	0.0343866640219359	GABRA5, GABRB3	cg01251603;cg20085925;cg14859324
chr2	3486749	3487412	664	*	3	0.128388226463455	0.281858284032436	0.337372194094041	0.399499208999756	0.0548886845923894	0.0469550657302601	NA	cg15541040;cg08493051;cg12156873
chr3	121949083	121949109	27	*	2	0.210669692655733	0.364150937067663	0.317747937429347	0.399824130897351	0.0125694669126998	0.00894998030666942	NA	cg17240004;cg03198317
chr1	15764093	15764095	3	*	2	0.215741291510602	0.387409666729783	0.313166391950749	0.407004340644925	0.00727057008666711	0.00219133245228199	FBLIM1	cg18917957;cg23064554
